"name",code,"parish_id"
"BUTERAMIRO B", 5,"BULONGO"
"BUTERANIRO", 2,"BULONGO"
"BUTERANIRO EAST", 4,"BUJAGA"
"BUTERANIRO WEST", 8,"BUJAGA"
"BUTERE", 2,"KABANGA"
"BUTEREGGA", 5,"BAKA"
"BUTERERE", 1,"KIBINGO"
"BUTEREVU", 2,"NKAAKWA"
"BUTERIMIRE", 10,"NAMISAMBYA II"
"BUTESA A", 2,"NAKWASI"
"BUTESA B", 5,"NAKWASI"
"BUTESASIRA/KAKONGE", 5,"BWEYA(SSETA)"
"BUTETEYA", 4,"BUTETEYA"
"BUTEYONGERA", 1,"KASANA"
"BUTEZA", 2,"MAWALE"
"BUTEZI", 3,"MUSHUMBA"
"BUTHALE", 3,"NYAMUSULE"
"BUTHALE I", 1,"KALONGE"
"BUTHALE II", 2,"KALONGE"
"BUTHUNGERERI", 7,"BUNGHUHA"
"BUTHUNGI", 1,"BUYAGHA"
"BUTIBULONGO", 1,"KYANYA WARD"
"BUTIIKWA", 1,"KAPEKE"
"BUTIITA", 18,"BINIKIRA"
"BUTIITI", 1,"NAMAASA"
"BUTIKIRO", 3,"NAMIREMBE"
"BUTIMAKA", 2,"SHAMUKUNGA"
"BUTIMANGI", 35,"NYABUSWA"
"BUTIMBA", 10,"BUSOTA"
"BUTIMBA EAST", 1,"KIDOMA"
"BUTIMBA WEST", 10,"KIDOMA"
"BUTIMBITI", 6,"BUWAMBINGWA"
"BUTIMBITO", 10,"KAWAGA"
"BUTIMBITO I A", 8,"WANKOLE"
"BUTIMBITO I B", 9,"WANKOLE"
"BUTIMBITO II A", 10,"WANKOLE"
"BUTIMBITO II B", 11,"WANKOLE"
"BUTIMBO", 8,"NAIBOWA"
"BUTIMBWA", 4,"LWANIKA"
"BUTIMBWA A", 8,"LULYAMBUZI"
"BUTIMBWA B", 9,"LULYAMBUZI"
"BUTINDA", 19,"KIRARO"
"BUTINDE", 1,"KINONI"
"BUTINDUYI", 5,"BUTETEYA"
"BUTINDUYI UPPER", 5,"BUKIBUMBI"
"BUTINGA", 3,"KABOOLE"
"BUTINGU", 10,"BUTTINGU"
"BUTINI", 1,"KIYOMBYA"
"BUTININDI", 2,"TERERE"
"BUTIRIKU", 7,"BUMIRUME"
"BUTIRU", 19,"BUTIIRU"
"BUTITI", 3,"KITOSI"
"BUTIWINY", 1,"ACHANGALI"
"BUTOBERE", 1,"BUTOBERE"
"BUTOBO", 4,"BUHOZI"
"BUTOBOLE", 7,"IZIRANGOBI"
"BUTOBORE", 2,"NANGARA"
"BUTOBOSO", 3,"KABOYI"
"BUTOGO", 3,"KYEEYA"
"BUTOGO I", 7,"BUSORU"
"BUTOGO II", 8,"BUSORU"
"BUTOGOLI", 2,"BUWAGA"
"BUTOGONYA", 2,"NAWANYAGO"
"BUTOGONYHA", 5,"ISINGO"
"BUTOGOTA UPPER", 2,"NTUNGAMO"
"BUTOGOTA-CENTRAL", 3,"NTUNGAMO"
"BUTOGOTA-RUTWE", 4,"NTUNGAMO"
"BUTOHA I", 2,"BUTOHA"
"BUTOHA II", 3,"BUTOHA"
"BUTOHYO", 2,"BUGHENDERO"
"BUTOIGO/BULWIIRE", 4,"NAMAIRA"
"BUTOKE", 2,"KAGEZI"
"BUTOKOMA", 3,"BUHATIRO"
"BUTOLE", 1,"KIBISI"
"BUTOLOYI", 1,"KAKUTU"
"BUTOLYA I", 4,"BUTOLYA"
"BUTOLYA II", 5,"BUTOLYA"
"BUTOMASI", 7,"BUSANDHA"
"BUTOMERA", 6,"BUHOBE"
"BUTONDOLO", 2,"BUSALAMU"
"BUTONGI", 7,"BUHOBE"
"BUTONGO", 2,"LUSASA/KALUNGI"
"BUTONGOLE", 3,"NAMALEMBA"
"BUTONTI", 3,"BUKUTU"
"BUTOOBE", 1,"KIRYANGA WARD"
"BUTOOGO I", 7,"BUSUNGA"
"BUTOOKE", 1,"KIBUYE"
"BUTOOKE-BUSAMBWA", 6,"ISINGO"
"BUTOOLE I", 1,"BUTOOLE"
"BUTOOLE II", 2,"BUTOOLE"
"BUTOOLI", 11,"KAWAGA"
"BUTOOLI A", 6,"NKOONE"
"BUTOOLI B", 7,"NKOONE"
"BUTOOLI/BUSUBO", 8,"GUMPI"
"BUTOOLI/BUSUSWA", 9,"GUMPI"
"BUTOOLO", 1,"NALUWONDWA"
"BUTOORE", 2,"NYAKASHARARA"
"BUTOOTO", 15,"KAYOMBE"
"BUTOOYO", 2,"KASEJJERE"
"BUTOTE", 5,"BUTOTE"
"BUTOTO", 13,"BUMUFUNI"
"BUTOVE", 1,"NALUGONDO"
"BUTOZI", 3,"BUGERE"
"BUTSABI", 2,"LUBAALE"
"BUTSANTSA", 1,"MAGALE TOWN BOARD"
"BUTSEBANGWE", 2,"BUKALASI"
"BUTSEBENI", 11,"BUTETEYA"
"BUTSEBWEKA", 14,"BUMUSOMI"
"BUTSEKEKI", 8,"BUBUTU TOWN BOARD"
"BUTSEKELEYI", 9,"BUMUYONGA"
"BUTSELITSI", 8,"BUWAMBWA"
"BUTSELITSI II", 7,"BUWAMBINGWA"
"BUTSEMA", 7,"BUMAENA"
"BUTSEMA III", 11,"TOOMA BUTTA"
"BUTSEMA-SINYE", 2,"KIMALULI"
"BUTSEMAYI", 9,"BUMULIKA"
"BUTSESILI", 9,"BUWAGOGO"
"BUTSESOLI", 7,"BUNASHIMOLO"
"BUTSESOLI A", 4,"BUYAGA CENTRAL"
"BUTSESOLI B", 11,"BUSABULO"
"BUTSESOOLI", 4,"BUMUTSOPA"
"BUTSIBITI", 5,"BUSANO"
"BUTSIBO I", 1,"KASHOZI"
"BUTSIBO II", 2,"KASHOZI"
"BUTSIKYA", 1,"KASULENGE"
"BUTSOBO", 11,"BUNAMBOKO"
"BUTSONGOLA", 1,"BUFOOTO"
"BUTSONGOLA PAASA", 14,"BULUMINO"
"BUTSONZO", 5,"BUNYANGA"
"BUTSUNGA", 12,"BUWASUNGUYI"
"BUTSWA", 1,"KIRABAHO"
"BUTTA", 6,"BUMAENA"
"BUTTA A", 12,"BUTTA WARD"
"BUTTA B", 13,"BUTTA WARD"
"BUTTA CENTRAL", 9,"BUTTA WARD"
"BUTTA ORIGINAL", 14,"BUTTA WARD"
"BUTTA WEST", 15,"BUTTA WARD"
"BUTUBA", 26,"NAGAMULI"
"BUTUBI", 13,"NAMUSIKIZI"
"BUTUBIRI", 2,"BUTUBIRI WARD"
"BUTUGA", 2,"RWINGWE"
"BUTUJU", 5,"KASOKWE"
"BUTUKIRWA", 3,"BUKOTO II"
"BUTUKU I", 1,"KAHUUNA WARD"
"BUTUKU II", 2,"KAHUUNA WARD"
"BUTUKULU", 8,"KATUMBA"
"BUTUKUURU", 9,"WEST WARD"
"BUTULA", 3,"BITABAGO"
"BUTULA A", 4,"NAGABITA"
"BUTULUME", 4,"BUTULUME"
"BUTULYA", 13,"KIHONDO"
"BUTULYA UPPER", 1,"KIBWA"
"BUTUMBA", 2,"NAMBALE"
"BUTUMBA A", 3,"NYANSEKE"
"BUTUMBA B", 2,"NYANSEKE"
"BUTUMBIIRI", 1,"NAMUGANGA"
"BUTUMBIIZI", 1,"NAMUTAMBA"
"BUTUMBULA", 3,"BUGOTO"
"BUTUMI", 1,"KATENTE"
"BUTUMWA I", 7,"KIWATA"
"BUTUMWA II", 6,"KIWATA"
"BUTUNDA", 4,"MALERE"
"BUTUNDE", 28,"BUSOBA"
"BUTUNDU", 1,"TWEYANZE"
"BUTUNDULA", 3,"BUGAYI"
"BUTUNDUZI", 2,"BUTUNDUZI WARD"
"BUTUNGA", 4,"GITOVU"
"BUTUNGAMA", 3,"BUTUNGAMA"
"BUTUNTUMULA", 2,"NGOGOLO"
"BUTURANYA", 3,"CHIHE"
"BUTUSI", 2,"MUGYERA"
"BUTUUKA", 3,"NAKIVAMBA"
"BUTUULA", 11,"KASOLWE"
"BUTUUMA", 12,"KASAMBIRA"
"BUTUURO", 1,"RUGONGO"
"BUTUURWA", 3,"KISIIZI"
"BUTUUSA", 2,"MPONGO"
"BUTUUTI", 2,"BUTUUTI"
"BUTUUTI I", 2,"KAPEKE"
"BUTWAKA I", 6,"IRAMBURA"
"BUTWAKA II", 7,"IRAMBURA"
"BUTWAKA III", 10,"IRAMBURA"
"BUTWALA", 1,"KITALE"
"BUTWALE", 4,"NABIRUMBA II"
"BUTWETSE", 4,"MBATA"
"BUTYABULE", 1,"LUBIRA"
"BUTYAMA", 9,"KIIGE"
"BUTYAMBA", 2,"BULIMYA"
"BUTYANGA", 12,"NAWAIKOKE"
"BUTYOKA", 6,"KATEEBWA"
"BUUBALE BWERA", 12,"KIBUUBA"
"BUUBWE", 2,"KIZIBIRA"
"BUUJE/KITOSI", 1,"LWOMOLO"
"BUULE", 3,"MUBANDA"
"BUULI", 17,"BUNGATI"
"BUUMA", 5,"BULWENGE"
"BUUNGA", 20,"BUKHABUSI"
"BUVU", 9,"KIDIKI"
"BUVULE", 1,"ITANDA"
"BUVULUNGUTI", 4,"BUKAMBA"
"BUVULUNGUTI EAST", 19,"BUKAMBA"
"BUVULUNGUTI WEST", 20,"BUKAMBA"
"BUVUMA", 3,"KYAMBOGO"
"BUVUMBI", 8,"NABULENZI"
"BUVUNA", 8,"BUFULUBI"
"BUVUNDYA", 6,"BUPYANA"
"BUVUNYA", 2,"BUVUNYA"
"BUVUTWA", 3,"BUWOLYA"
"BUVVI/BULANGWE", 3,"JUNGO"
"BUWA", 5,"KISEGA"
"BUWAABE", 1,"NSAALE"
"BUWAALA", 14,"BUMUFUNI"
"BUWAALI", 2,"SEETA-NAZIGO"
"BUWAALI/KALONGERO", 2,"BUYIJJA"
"BUWAALO", 24,"NAMAGANDA"
"BUWAAYA", 13,"NAWANGO"
"BUWAAZA", 11,"BUGAYA"
"BUWABALE", 10,"KITAYUNJWA"
"BUWABILI", 12,"BUMULIKA"
"BUWABIRA", 10,"NAWANTUMBI"
"BUWABISWA", 10,"BUMULIKA"
"BUWABUDEYA", 4,"NABUBOLO"
"BUWABULA", 14,"BUNABWANA"
"BUWABUSERA", 4,"BUMATANDA"
"BUWABUYA", 13,"NAMUNYALI"
"BUWABUYI", 14,"BUNAMBUTYE"
"BUWABUZI", 2,"BUWABUZI"
"BUWABWA NORTH", 12,"BUKHAUKHA"
"BUWABWALA", 21,"BUWATUWA"
"BUWABWIRE", 12,"BUBIKALA"
"BUWACHI A", 4,"BUMULUYA"
"BUWACHI B", 5,"BUMUYANGA"
"BUWADADA A", 1,"DAHAMI"
"BUWADADA B", 2,"DAHAMI"
"BUWADADA C", 5,"DAHAMI"
"BUWADADA LOWER", 5,"BUMIRISA"
"BUWADADA UPPER", 4,"BUKAHENGERE"
"BUWADAMU", 14,"NAMUSIKIZI"
"BUWADIKA", 14,"BULAMBULI"
"BUWADYERO", 10,"BUKIKOSO"
"BUWAFULA", 17,"BUTIRU TOWN BOARD"
"BUWAFULA A", 9,"BUNABUTSALE"
"BUWAFULA B", 2,"BUNABUTSALE"
"BUWAFUTU", 4,"BUWAKORO"
"BUWAGA", 3,"KYEBISAGAZI"
"BUWAGA CENTRAL", 3,"BUWAGA"
"BUWAGAJJO", 4,"NAMABU"
"BUWAGAMA", 2,"IGGWE"
"BUWAGGA", 2,"LWERU WARD"
"BUWAGI", 2,"BUWAGI (KAKYOMYA)"
"BUWAGIYU", 5,"BUWAGIYU"
"BUWAGOGO", 14,"BUWAGOGO"
"BUWAGOGO B", 2,"BUWAGOGO"
"BUWAGUMA", 11,"NAWANTUMBI"
"BUWAIBALE", 7,"NAWANSASO"
"BUWAIBALE A", 12,"NAWANYAGO"
"BUWAIBALE B", 13,"NAWANYAGO"
"BUWAIBUGA", 6,"KITUKIRO"
"BUWAIDHA", 9,"BUMWIKA WARD"
"BUWAIDHENO", 9,"BUGAYA"
"BUWAIGALA", 1,"KYANVUMA"
"BUWAIRAMA", 3,"KIBIBI"
"BUWAISWA", 3,"KIBUYE"
"BUWAKHAMOSI LOWER", 6,"BUNAKHAYOTI"
"BUWAKHAMOSI UPPER", 7,"BUNAKHAYOTI"
"BUWAKHANYINYI A", 7,"NAMAWANGA"
"BUWAKHANYINYI B", 12,"NAMAWANGA"
"BUWAKHANYUYI A", 14,"BUSIU"
"BUWAKHANYUYI B", 3,"BUSIU"
"BUWAKHATA", 10,"BUWERE"
"BUWAKHOME", 7,"BUNAMUKHEYA"
"BUWAKHURU", 6,"BUNYINZA"
"BUWAKHWEYA", 4,"BUNABWANA"
"BUWAKIMWERU", 4,"MATENGE"
"BUWAKOLI", 6,"BUNAPORO"
"BUWAKOOLI", 23,"BUWAKOOLI"
"BUWAKOOLI LOWER", 7,"BUBBEZA"
"BUWAKOOLI UPPER", 8,"BUBBEZA"
"BUWALA", 24,"NABBONGO"
"BUWALA A", 1,"NAKAKULWE (KISOZI)"
"BUWALA B", 2,"NAKAKULWE (KISOZI)"
"BUWALA ITANDA C", 3,"NAKAKULWE (KISOZI)"
"BUWALALA", 11,"KAMULI-NAMWENDA"
"BUWALANKAMBA", 5,"NAMAIRA"
"BUWALANTAMA", 4,"KIBAALE"
"BUWALASI", 27,"BUSOBA"
"BUWALASI BILAA", 19,"BUWALASI"
"BUWALASI CENTRAL", 20,"BUWALASI"
"BUWALASI TOMA", 6,"BUWALASI"
"BUWALI", 4,"BUKOHO"
"BUWALIBITSA", 8,"NAMAWANGA"
"BUWALIMBWA", 2,"BUKHOFU"
"BUWALINGA I", 8,"PUWA"
"BUWALINGA II", 3,"PUWA"
"BUWALIRA", 3,"BUMUNJI"
"BUWALUBITSA", 8,"MAFUDU"
"BUWALUJJO", 2,"BUYUNGA WARD"
"BUWALUKA", 5,"BUMUGOLI"
"BUWALUKHULI", 14,"BUWASUNGUYI"
"BUWALULA", 4,"KABOYI"
"BUWALULA A", 2,"KITEETE"
"BUWALULA B", 3,"KITEETE"
"BUWALUSATI", 8,"BULUMELA"
"BUWAMA A", 1,"MBIZINYA"
"BUWAMA B", 2,"MBIZINYA"
"BUWAMALERO", 19,"BUMASIKYE"
"BUWAMAMIRI", 5,"BUMATANDA"
"BUWAMANGA", 12,"BUSEDANI"
"BUWAMANIALA LOWER", 11,"BUSAMAGA"
"BUWAMANIALA UPPER", 4,"BUSAMAGA"
"BUWAMARA", 11,"BUGOBERO"
"BUWAMAYI", 9,"BUMAENA"
"BUWAMAYI I", 5,"MATENGE"
"BUWAMAYI II", 3,"MATENGE"
"BUWAMBEDYE EAST", 6,"TABALI"
"BUWAMBEDYE WEST", 5,"TABALI"
"BUWAMBETE", 14,"BUNGATI"
"BUWAMBETE NORTH", 18,"BUNGATI"
"BUWAMBI", 1,"NAMUTUMBA SOUTH WARD"
"BUWAMBIGWA", 6,"BUSIMAOLYA"
"BUWAMBINGWA", 8,"BUWAMBINGWA"
"BUWAMBO", 2,"MASAFU"
"BUWAMBOKA", 2,"BUWANGANI TOWN BOARD"
"BUWAMBOKO", 10,"BUNGWANYI"
"BUWAMBUSI", 21,"BUFOOTO"
"BUWAMBWA", 5,"MBAYA"
"BUWAMONO", 6,"MATENGE"
"BUWAMPA", 5,"TONGOLO"
"BUWAMUTSO LOWER", 6,"BUWEBOYA"
"BUWAMUWAYA", 13,"NAMAWANGA"
"BUWAMWA", 1,"NAKISWIGA"
"BUWAMWANGU", 3,"BULWETA"
"BUWAMWANGU T.C", 8,"BULWETA"
"BUWANA", 1,"BUWANA"
"BUWANABISI A", 6,"BUWANABISI WARD"
"BUWANABISI B", 1,"BUWANABISI WARD"
"BUWANAJEWA", 10,"BUMUMULO"
"BUWANANGADI", 7,"BUWANAGADI"
"BUWANANGUTU", 6,"BUNANGO"
"BUWANANGUTU LOWER", 7,"BUNANGO"
"BUWANASIBA", 8,"BUSEKERE"
"BUWANDA", 4,"BUGOMOLA"
"BUWANDE", 6,"MAGOGO"
"BUWANDEBA", 6,"BUWAKORO"
"BUWANDEREMA", 4,"BUBWAYA WARD"
"BUWANDEREMA NORTH", 8,"BUBWAYA WARD"
"BUWANDIRA", 8,"BUHOBE"
"BUWANDULU", 14,"BUKHOFU"
"BUWANDWELE", 5,"BUSAMBATSA I"
"BUWANDYAMBI", 11,"BUMULIKA"
"BUWANDYAMBI A", 1,"BUWANDYAMBI"
"BUWANDYAMBI B", 2,"BUWANDYAMBI"
"BUWANGA", 3,"BUMOOZI"
"BUWANGA 'A'", 5,"BUYUNDA"
"BUWANGA 'B'", 6,"BUYUNDA"
"BUWANGA - NAROZAALI", 9,"KAMWOZI"
"BUWANGALA", 2,"NAMAWA"
"BUWANGALWA LOWER", 6,"BUMUSI UPPER"
"BUWANGALWA UPPER", 9,"BUMUSI UPPER"
"BUWANGANI", 1,"TEMBELELA"
"BUWANGATYA", 2,"BUTIRU TOWN BOARD"
"BUWANGO", 14,"NAWANYAGO"
"BUWANGOLO", 7,"BUSOBA"
"BUWANGOLOBE", 10,"BUNAGAMI"
"BUWANGOTA", 15,"BUWASUNGUYI"
"BUWANGUZI", 3,"MPOGO"
"BUWANGWA CENTRE", 17,"BUFOOTO"
"BUWANGWA LOWER", 7,"BUFOOTO"
"BUWANGWA UPPER", 8,"BUFOOTO"
"BUWANGWE A", 9,"LUNYANJA"
"BUWANGWE B", 10,"LUNYANJA"
"BUWANGWIRI", 11,"BUMUTSOPA"
"BUWANHANHA A", 9,"MBULAMUTI"
"BUWANHANHA B", 10,"MBULAMUTI"
"BUWANIKA", 2,"KISENYI I"
"BUWANJALA", 15,"BUMUFUNI"
"BUWANUKA", 3,"KAKIRA"
"BUWANUKA A", 2,"BUWANUKA"
"BUWANUKA B", 3,"BUWANUKA"
"BUWANUKA-KILEMEZI", 2,"MAGIGYE"
"BUWANYAMA", 5,"BUGWAGI"
"BUWANYAMA A", 13,"BUNGWANYI"
"BUWANYAMA B", 2,"BUNGWANYI"
"BUWANYAMA LOWER", 13,"BUKHOFU"
"BUWANYAMA UPPER", 4,"BUKHOFU"
"BUWANYANGA", 9,"BUSANO"
"BUWANYANGA A", 5,"BUWANYANGA"
"BUWANYANGA B", 1,"BUWANYANGA"
"BUWANYELA I", 3,"BUTIRU TOWN BOARD"
"BUWANYELA II", 6,"BUTIRU TOWN BOARD"
"BUWANYESI", 6,"BUMUSI"
"BUWANZALA", 7,"BUWEBOYA"
"BUWANZALA II", 4,"BUKOMA"
"BUWANZI 'A'", 2,"BUWOOYA"
"BUWANZI 'B'", 3,"BUWOOYA"
"BUWANZI C", 11,"BUWOOYA"
"BUWANZU", 8,"NABWIGULU"
"BUWASA", 3,"BWANALIRA"
"BUWASABULO", 13,"BUTIRU TOWN BOARD"
"BUWASAKALI", 6,"BUNAKUTI"
"BUWASHI", 7,"BUNATSUMYA"
"BUWASHI EAST", 9,"BUWASHI"
"BUWASHI LOWER", 10,"BUWASHI"
"BUWASHI MAIN", 8,"BUWASHI"
"BUWASHI UPPER", 3,"BUWASHI"
"BUWASHIBE 'A'", 14,"BUNAMUKYE"
"BUWASHIBE 'B'", 15,"BUNAMUKYE"
"BUWASIBA", 9,"BUYAKA"
"BUWASIBI", 5,"BUBUTSATSA"
"BUWASIBI I", 16,"SINYIFA"
"BUWASIBI II", 4,"SINYIFA"
"BUWASIKE", 6,"BUBUTSATSA"
"BUWASIKE I", 6,"TEMBELELA"
"BUWASIKE II", 2,"TEMBELELA"
"BUWASIKYE", 3,"BUBUKANZA"
"BUWASU", 9,"SISATSA"
"BUWASU A", 8,"BUNATSOMA"
"BUWASU B", 10,"BUNATSOMA"
"BUWASYEBA", 8,"BUWASYEBA"
"BUWASYU", 2,"BUWASU"
"BUWATE", 25,"NAMAGANDA"
"BUWATHA", 2,"BUNYANDIKU"
"BUWATIRA", 5,"TSAKHANA TOWN BOARD"
"BUWATIRA B", 11,"TSAKHANA TOWN BOARD"
"BUWATSALA", 12,"BUYAKA"
"BUWATSOSI", 4,"KHABUTOOLA"
"BUWATSOYA", 14,"BUMUKULUMA"
"BUWATUWA", 22,"BUWATUWA"
"BUWAWO", 6,"BUWUMBA"
"BUWAYA", 10,"NAKIBUNGULYA"
"BUWAYA/BUDONGO", 6,"NAMAIRA"
"BUWAYA/BUYAKOBO", 7,"NAMISAMBYA I"
"BUWAYA/BWAVULA", 8,"NAWANSASO"
"BUWAYE", 8,"NAMBUGU WARD"
"BUWAYO", 2,"BULUGANYA"
"BUWAZI", 1,"BUZINGO"
"BUWAZZI", 2,"HEALTH CENTRE WARD"
"BUWE A", 1,"BUTOOLO"
"BUWE B", 2,"BUTOOLO"
"BUWEBELE", 5,"BUMASOKHO"
"BUWEBERE", 9,"BULUGUYA"
"BUWEBOYA", 11,"KHATSONGA"
"BUWEBWA", 3,"MUWEBWA WARD"
"BUWECHALO", 10,"BUWEBELE"
"BUWEERA EAST", 1,"BUWEERA"
"BUWEERA WEST", 2,"BUWEERA"
"BUWEJALO", 10,"BWIKHONGE"
"BUWEJJE", 3,"KYATO"
"BUWEKANDA", 27,"BUMASOKHO"
"BUWEKE", 5,"KITEME"
"BUWEKULA", 1,"BUWEKULA"
"BUWELE", 8,"BUMULIKA"
"BUWELI", 2,"BUNANTSUSHI"
"BUWEMBA", 4,"KITOSI"
"BUWEMBE", 4,"BUWEMBE"
"BUWEMBO", 1,"KITAYITA"
"BUWEMBULA", 2,"KAYOGERA"
"BUWEMPASA", 7,"NAMAIRA"
"BUWENDA", 7,"MAGOGO"
"BUWENDA CENTRAL", 3,"BUWENDA TC"
"BUWENDA KYEKIDDE", 4,"BUWENDA TC"
"BUWENDA MATAALA", 5,"BUWENDA TC"
"BUWENDHA", 8,"NAMISAMBYA I"
"BUWENGE", 4,"BUNAWALE"
"BUWENGE MPYA", 5,"KASOIGO WARD"
"BUWERA", 2,"BBINGA"
"BUWERAYO", 3,"SISATSA"
"BUWERE", 4,"TSAKHANA TOWN BOARD"
"BUWERE A", 1,"NABITETE"
"BUWERE B", 2,"NABITETE"
"BUWERE I", 10,"MASAKA TOWN BOARD"
"BUWERE II", 9,"LWANJUSI"
"BUWERE IV", 13,"BUSANTSA"
"BUWEREMPE", 1,"KASAMBIKA"
"BUWERERE", 3,"MBIRABIRA"
"BUWERI A", 7,"BUWERI"
"BUWERI B", 10,"BUWERI"
"BUWERO", 7,"BUHUMI"
"BUWERWE", 8,"BUNEFULE"
"BUWERWE I", 12,"KHABUTOOLA"
"BUWERYA/BULUBA", 10,"KAGULU"
"BUWESA", 5,"BUWESA"
"BUWESA I", 6,"MAGALE TOWN BOARD"
"BUWESA II", 7,"BUMITYERO"
"BUWESERA", 2,"BYERIMA"
"BUWESISI", 14,"NAMITSA"
"BUWESONGA", 5,"BUMATOFU"
"BUWESONGA A", 8,"BUWESONGA"
"BUWESONGA B", 12,"BUWESONGA"
"BUWESWA", 11,"BUSEKERE"
"BUWETSALO", 1,"BUMULIKA"
"BUWETSALO I", 6,"MAKENYA"
"BUWETSALO II", 16,"BUNABWANA"
"BUWETSALO III", 5,"NANDEREMA"
"BUWETWE", 6,"NANDERE"
"BUWETYE", 6,"BUWETYE"
"BUWIHULA", 4,"BUWIHULA"
"BUWIIRI", 2,"ITAKAIBOLU"
"BUWINDI", 1,"IZIRANGOBI"
"BUWIRA", 2,"NAGUDI"
"BUWOBUDEYA", 2,"BUWOBUDEYA"
"BUWODENYELE", 1,"BUMULEGI"
"BUWODERO", 11,"BUGIMWERA"
"BUWODERO B", 2,"BUGIMWERA"
"BUWODERO LOWER", 4,"BUMAGUZE"
"BUWODERO UPPER", 5,"BUMAGUZE"
"BUWODEYA", 2,"BUBOOLO"
"BUWODILA A", 9,"BUMUSI"
"BUWODILA B", 14,"BUMUSI"
"BUWODULO", 30,"KIKOLO"
"BUWOFU", 3,"NAMUKONGE"
"BUWOGALI", 1,"BUFAKA"
"BUWOGOBOLA", 16,"BUMASABA"
"BUWOGOLE", 1,"NAMULESA"
"BUWOGOLOBE LOWER", 17,"BUMASABA"
"BUWOHENA", 10,"BUBUTU TOWN BOARD"
"BUWOIRA", 10,"MAKANGA WARD"
"BUWOIREKU", 5,"NAWANYINGI"
"BUWOITO", 7,"NSINZE"
"BUWOKADALA", 12,"BUWOKADALA"
"BUWOKADALA TRADING CENTRE", 13,"BUWOKADALA"
"BUWOKONA", 11,"BUMUSOMI"
"BUWOLERO CENTRAL", 3,"BUWEERA"
"BUWOLERO IGOMBE", 4,"BUWEERA"
"BUWOLERO KIZINGA", 5,"BUWEERA"
"BUWOLERO MAWOLERO", 6,"BUWEERA"
"BUWOLERO NAKULYAKU", 7,"BUWEERA"
"BUWOLIA 'A'", 7,"BUHEHE"
"BUWOLIA 'B'", 8,"BUHEHE"
"BUWOLIWA", 12,"BUGIBUGI"
"BUWOLOGOMA", 2,"ISEGERO"
"BUWOLOGOMA CENTRAL", 4,"BUWOLOGOMA"
"BUWOLOMER B", 3,"BUNYIRO"
"BUWOLOMERA", 2,"NABITAMBALA"
"BUWOLOMERA A", 2,"BUNYIRO"
"BUWOLOOMA", 9,"KIYUNGA"
"BUWOLUBA", 3,"BUKIBOOLI"
"BUWOLUMELI", 4,"TEMBELELA"
"BUWOLWA", 5,"BUKHONZO"
"BUWOLYA", 1,"BUWOLYA"
"BUWOMALA", 3,"BUTANDIGA"
"BUWONGERA", 4,"BUWALIRA"
"BUWONGO", 5,"MAKUUTU"
"BUWONGO A", 2,"BUWONGO"
"BUWONGO B", 5,"BUWONGO"
"BUWONGO CENTRAL", 8,"BUWONGO"
"BUWONGO EAST", 2,"BUWONGO"
"BUWONGO WEST", 3,"BUWONGO"
"BUWONGOLYA", 12,"MPAKITONI"
"BUWONZI", 3,"SSANGA"
"BUWOOLA", 1,"NAWANSAGWA"
"BUWOOYA", 5,"DUNGI"
"BUWOOYA - BUZIRI", 4,"BUWOOYA"
"BUWOOYA A", 2,"BUWOOYA"
"BUWOOYA B", 8,"BUWOOYA"
"BUWOOYA CENTRAL", 10,"BUWOOYA"
"BUWOOYA/KIWUMU", 4,"JUNGO"
"BUWOPUWA", 12,"BUMATANDA"
"BUWOSUDA", 6,"KILULU"
"BUWOYA", 1,"IWAWU"
"BUWOZOKI A", 2,"BUMAUSI"
"BUWOZOKI B", 4,"BUMAUSI"
"BUWUCHI", 5,"CHAWO"
"BUWUDHA", 12,"KAMULI-NAMWENDA"
"BUWUGE", 2,"BUSOGA"
"BUWUJJA-MBEYA", 3,"NGOMBERE"
"BUWUKU", 6,"BUSIBEMBE"
"BUWULUHIRO", 8,"MASABA"
"BUWUMA", 13,"BUNATSAMI"
"BUWUMA A", 5,"DABANI"
"BUWUMA B", 6,"DABANI"
"BUWUMA EAST", 3,"BUDIMA"
"BUWUMA WEST A", 4,"BUDIMA"
"BUWUMA WEST B", 5,"BUDIMA"
"BUWUMALERO UPPER", 7,"BUMASIKYE"
"BUWUMBA", 4,"KIWANYI"
"BUWUMBWE", 12,"WANKOLE"
"BUWUMO", 5,"MIKOMBE"
"BUWUMULIRO", 5,"BIJAABA"
"BUWUNDE", 1,"KYANTALE"
"BUWUNDO", 3,"BUVUNYA"
"BUWUNDU", 7,"BUWUNDU"
"BUWUNGA", 2,"BONGOLE"
"BUWUNGA-KYABBUMBA", 1,"BUWUNGA"
"BUWUNGE", 3,"BUFUMIRA"
"BUWUNGIRO", 2,"BUYOBE"
"BUWUNI", 4,"BUWUNI"
"BUWUNJE", 4,"BUKHUBALO"
"BUWUTU", 1,"IKUMBYA"
"BUWUZUUME", 4,"SSANGA"
"BUYAAYA/KITOJJO", 3,"MBIZINYA"
"BUYAAYO A", 1,"MAYANGA"
"BUYAAYO B", 2,"MAYANGA"
"BUYAAYO C", 3,"MAYANGA"
"BUYAGA", 14,"NYABUHIKE"
"BUYAGA MARKET", 2,"BUWANYANGA"
"BUYAGA TOWN SHIP A", 6,"BUYAGA TOWN BOARD"
