"name",code,"subcounty_id"
"BOMA SOUTH", 2,"NORTH DIVISION"
"BOMA WARD", 21,"KUMI TOWN COUNCIL"
"BOMBO CENTRAL WARD", 2,"BOMBO TOWN COUNCIL"
"BONDO", 35,"ANYIRIBU"
"BONGOLE", 8,"BUWAMA"
"BOOMA", 12,"BUTIABA"
"BORO", 10,"PANYIMUR"
"BOROBORO EAST", 6,"ADEKOKWOK"
"BOROBORO WEST", 30,"ADEKOKWOK"
"BOROLI", 33,"PAKELE"
"BORON", 44,"KASEREM"
"BRIM", 61,"RIWO"
"BUBAGO", 29,"NSINZE"
"BUBAJJWE", 9,"KAYUNGA"
"BUBALYA", 31,"NABUKALU"
"BUBANDA", 15,"KIGANDO"
"BUBANGO", 1,"BUBANGO"
"BUBARE", 1,"BUBARE"
"BUBBEZA", 1,"BUWALASI"
"BUBBINGE", 21,"NAWANJOFU"
"BUBEKE", 3,"BUBEKE"
"BUBENGE", 8,"IGOMBE"
"BUBERA WARD", 39,"KIBUKU TOWN COUNCIL"
"BUBETSYE", 10,"WANALE"
"BUBIKALA", 46,"BUKHAWEKA"
"BUBINGE", 17,"KITYERERA"
"BUBIRABI", 6,"BUNGOKHO"
"BUBOGO", 9,"KABWOYA"
"BUBOMBOLI", 44,"KISUBBA"
"BUBOOLO", 10,"MASABA"
"BUBOTYO", 7,"IHANDIRO"
"BUBUGO", 23,"BUWUNGA"
"BUBUKANZA", 40,"WESWA"
"BUBUKASHA", 74,"BUMAYOKA"
"BUBUKWANGA", 6,"BUBUKWANGA"
"BUBULO WARD", 8,"MANAFWA TOWN COUNCIL"
"BUBUNGI", 78,"BUSHIKA"
"BUBUTSATSA", 78,"BUKUSU"
"BUBUTU TOWN BOARD", 69,"BUBUTU"
"BUBUUBI", 27,"ZIROBWE"
"BUBUYE", 4,"NYUNDO"
"BUBWAYA WARD", 17,"MANAFWA TOWN COUNCIL"
"BUBWE", 2,"BIISO"
"BUBYANGU", 1,"BUBYANGU"
"BUCHICHA", 26,"SIKUDA"
"BUCHIMO", 24,"MUTUMBA"
"BUCHUMBA", 23,"BANDA"
"BUCHUNDURA", 13,"KASHAMBYA"
"BUCOOCO", 32,"KITUMBI"
"BUCUHYA", 6,"BUBANGO"
"BUCUNI WARD", 25,"KYENJOJO TOWN COUNCIL"
"BUDAKA", 34,"KITOBA"
"BUDAKA WARD", 1,"BUDAKA TOWN COUNCIL"
"BUDDE", 1,"BUDDE"
"BUDDO", 1,"NSANGI(MUKONO)"
"BUDHABANGULA", 13,"BULONGO"
"BUDHATEMWA", 29,"KITAYUNJWA"
"BUDHAYA", 10,"BUDHAYA"
"BUDHUMBULI EAST WARD", 10,"BUGEMBE TOWN COUNCIL"
"BUDHUMBULI WEST WARD", 16,"BUGEMBE TOWN COUNCIL"
"BUDIBA", 22,"BUTUNGAMA"
"BUDIDI WARD", 41,"NAMAYINGO TOWN COUNCIL"
"BUDIIMO", 30,"LUMINO"
"BUDIMA", 6,"BUTAGAYA"
"BUDINI WARD", 33,"KALIRO TOWN COUNCIL"
"BUDOMERO", 1,"BUMANYA"
"BUDONDO", 1,"BUKANGA"
"BUDUMA", 36,"SIGULU ISLANDS"
"BUDUMBA", 1,"BUDUMBA"
"BUDUSU", 24,"BUDUMBA"
"BUDWALE", 11,"BUDWALE"
"BUFAKA", 31,"BUMASIFWA"
"BUFOOTO", 47,"BUSANO"
"BUFUJJA", 60,"MAZIMASA"
"BUFUKHULA", 12,"BUSIU"
"BUFULUBI", 20,"IMANYIRO"
"BUFUMA", 33,"MUKOTO"
"BUFUMBO", 1,"MASIRA"
"BUFUMBULA", 28,"BUSUKUYA"
"BUFUMIRA", 1,"BUFUMIRA"
"BUFUNDA", 21,"BULUGUYI"
"BUFUNDA WARD", 4,"IBANDA TOWN COUNCIL"
"BUFUPA", 20,"MASABA"
"BUFUTSA", 30,"BUSHIKA"
"BUFUYA", 49,"BUMBOBI"
"BUGAARA", 11,"RUHUMURO"
"BUGABIRA", 9,"MUKUNGWE"
"BUGALO", 22,"NAWANJOFU"
"BUGAMBAKIMU", 10,"KITTO"
"BUGAMBE", 1,"BUGAMBE"
"BUGAMBI", 32,"BUNYAFWA"
"BUGANA", 13,"BULIISA"
"BUGANDO", 4,"NTOTORO"
"BUGANGARI", 1,"BUGANGARI"
"BUGANIKIRE", 20,"MIRAMBI"
"BUGANZA", 9,"KITAYUNJWA"
"BUGARAMA", 26,"BUHARA"
"BUGARIHE", 28,"RWEMIKOMA"
"BUGASHE", 23,"NYAKAYOJO"
"BUGATISA", 25,"BULAGO"
"BUGAYA", 22,"MAGAMBO"
"BUGAYI", 1,"BULUGUYI"
"BUGEGEGE", 30,"BUSABI"
"BUGERE", 5,"KYESIIGA"
"BUGESO", 23,"IWEMBA"
"BUGEYWA", 5,"BUTANSI"
"BUGGALA", 7,"MAZINGA"
"BUGHENDERO", 31,"BUHUHIRA"
"BUGIBONI", 29,"BUGITIMWA"
"BUGIBUGI", 28,"BUHUGU"
"BUGIDO", 15,"MPARA"
"BUGIMUNYE", 11,"BUSULANI"
"BUGIMWERA", 26,"BUMASOBO"
"BUGIRI", 22,"KASASIRA"
"BUGIRI A", 5,"KAPYANGA"
"BUGITIMWA", 6,"BUGITIMWA"
"BUGIWUMI WARD", 44,"BUDADIRI TOWN COUNCIL"
"BUGOBERO", 1,"KHABUTOOLA"
"BUGOBERO TOWN BOARD", 41,"BUGOBERO"
"BUGOBI", 1,"BULANGE"
"BUGOBYA", 1,"BUSEDDE"
"BUGODI", 26,"BAITAMBOGWE"
"BUGOGO", 20,"KASULE"
"BUGOIGO", 14,"BUTIABA"
"BUGOLOBI", 2,"NAKAWA DIVISION"
"BUGOMBA", 28,"NAWAMPITI"
"BUGOMBE", 1,"KOOME ISLANDS"
"BUGOMBWA", 15,"BUSARU"
"BUGOMOLA", 9,"LWABENGE"
"BUGOMOLWA", 32,"KITABONA"
"BUGONA", 22,"LWAMAGGWA"
"BUGONDHA", 26,"NAMWENDWA"
"BUGONDO", 19,"KIGANDALO"
"BUGONGI", 1,"KAMBUGA"
"BUGONGO", 18,"NAWANDALA"
"BUGONO", 1,"NABITENDE"
"BUGONYOKA", 14,"BULONGO"
"BUGONZA", 13,"NAMUGONGO"
"BUGONZI", 2,"BUKULULA"
"BUGOSA", 52,"BUTALEJA"
"BUGOTO", 6,"BUKABOOLI"
"BUGOYE", 1,"BUGOYE"
"BUGUBE", 35,"BUSULANI"
"BUGUBO", 29,"KAPYANGA"
"BUGULUMBYA", 1,"BUGULUMBYA"
"BUGUMBA WARD", 20,"NORTHERN DIVISION"
"BUGUMIA", 17,"BUKABOOLI"
"BUGUNGA", 26,"KAPYANGA"
"BUGUSEGE", 38,"BUWALASI"
"BUGWA", 45,"BUHUGU"
"BUGWAGI", 10,"BUWASA"
"BUGWANYI", 13,"BUKHIENDE"
"BUGWIMBI", 15,"BUTEZA"
"BUGYERA", 1,"BUYANJA"
"BUHABEBA", 46,"BUSOLWE"
"BUHANAMA", 35,"ITOJO"
"BUHANGHURA", 32,"RUKOKI"
"BUHARA", 1,"BUHARA"
"BUHARAMBO", 8,"KABIRA"
"BUHASABA", 1,"BUHEHE"
"BUHATIRO", 8,"IHANDIRO"
"BUHATUBA", 15,"MASAFU"
"BUHAZA WARD", 36,"KYARUSOZI TOWN COUNCIL"
"BUHEHE", 2,"BUHEHE"
"BUHEMBA", 12,"BUHEMBA"
"BUHOBE", 17,"BULUMBI"
"BUHONDA", 16,"KISIITA"
"BUHOZI", 1,"BUSANZA"
"BUHUHIRA", 10,"BUHUHIRA"
"BUHUKA", 15,"KYANGWALI"
"BUHUMBU", 3,"BUSANZA"
"BUHUMI", 19,"BULUMBI"
"BUHUMULIRO", 66,"RUGASHARI"
"BUHUMURIRO", 1,"RUHIJA"
"BUHUNA", 12,"KARAMBI"
"BUHUNDU", 16,"BUKONZO"
"BUHUNGA", 16,"MALIBA"
"BUIKWE WARD", 1,"BUIKWE TOWN COUNCIL"
"BUIRIMBI", 22,"BUKIBOKOLO"
"BUJAAJA", 29,"MPASAANA"
"BUJAAYU", 21,"KALANGAALO"
"BUJAGA", 16,"NDEIJA"
"BUJENGWE", 1,"KAYONZA"
"BUJJABE", 43,"NAKITOMA"
"BUJOGORO", 27,"NYAMARUNDA"
"BUJONGOBE", 30,"BUSIRIBA"
"BUJUBULI", 21,"MPARA"
"BUJUMBA", 1,"BUJUMBA"
"BUJUMBA/TIKALU", 2,"GOMBE"
"BUJUMIRO", 18,"BUHANDA"
"BUJUURA WARD", 7,"BUJUMBURA DIVISION"
"BUJWANGA", 22,"BANDA"
"BUKABIKULA", 52,"TSEKULULU"
"BUKABOOLI", 21,"BUKABOOLI"
"BUKAHENGERE", 12,"BUTEZA"
"BUKALANGO WARD", 33,"KAKIRI TOWN COUNCIL"
"BUKALASA WARD", 30,"WOBULENZI TOWN COUNCIL"
"BUKALASI", 1,"BUKALASI"
"BUKALEBA", 18,"BUKATUBE"
"BUKALENZI", 13,"KITYERERA"
"BUKALIGWOKO", 26,"MUGITI"
"BUKAMA", 34,"BUKYAMBI"
"BUKAMBA", 7,"NAZIGO"
"BUKAMBAGGA", 2,"BUTUNTUMULA"
"BUKANDULA", 1,"KABULASOKE"
"BUKANGAMA", 1,"BUKONZO"
"BUKANGARA", 33,"NYAKIYUMBU"
"BUKANGO", 1,"BIGASA"
"BUKARA", 6,"KABONERO"
"BUKARI", 15,"KASHENSHERO"
"BUKASA", 2,"MAKINDYE DIVISION"
"BUKASA WARD", 26,"NKOKONJERU TOWN COUNCIL"
"BUKASAKYA", 9,"BUKASAKYA"
"BUKATABIRA", 19,"MALONGO"
"BUKATU", 25,"BUDHAYA"
"BUKAYE", 11,"NAKALAMA"
"BUKEDEA WARD", 2,"BUKEDEA TOWN COUNCIL"
"BUKEEKA", 25,"KATIKAMU"
"BUKEEMO WARD", 41,"LWAKHAKHA TOWN COUNCIL"
"BUKEMBA", 13,"KITUNTU"
"BUKENDI", 15,"BULONGO"
"BUKENGA", 3,"BULANGE"
"BUKERERE WARD", 1,"GOMA DIVISION"
"BUKESA", 1,"KAMPALA CENTRAL DIVISION"
"BUKEWA", 18,"BUWAGOGO"
"BUKHABIKULA", 70,"BUKHABUSI"
"BUKHABUSI", 1,"BUKHABUSI"
"BUKHALU", 11,"BUKHALU"
"BUKHATONDI", 57,"BUDUDA"
"BUKHAUKHA", 79,"BUSHIKA"
"BUKHAWEKA", 8,"BUKHAWEKA"
"BUKHAWEKA TOWN BOARD", 47,"NAMABYA"
"BUKHOFU", 21,"BUKHOFU"
"BUKHOMA WARD", 4,"LWAKHAKHA TOWN COUNCIL"
"BUKHONZO", 42,"BUKUSU"
"BUKHUBALO", 3,"BUYANGA"
"BUKHULO", 24,"BUKHULO"
"BUKHUMWA", 19,"BUMBOBI"
"BUKHURA", 61,"BUMASHETI"
"BUKHWAYA", 76,"BUKUSU"
"BUKIABI", 5,"BUKIABI"
"BUKIBAYI WARD", 42,"LWAKHAKHA TOWN COUNCIL"
"BUKIBETI", 25,"MAGALE"
"BUKIBINO", 23,"BUDUDA"
"BUKIBOKOLO", 6,"BUMASHETI"
"BUKIBOLOGOTO", 13,"SIMU"
"BUKIBONGA", 1,"BUKAKATA"
"BUKIBOOLI", 41,"ZESUI"
"BUKIBUMBI", 48,"BUPOTO"
"BUKIGALABO", 35,"BUKIYI"
"BUKIISE", 1,"BUKIISE"
"BUKIITI", 14,"BUNYAFWA"
"BUKIKALI", 20,"LWASSO"
"BUKIKOSO", 21,"BUBYANGU"
"BUKIMALI", 39,"BUWASA"
"BUKIMANAYI", 9,"KAATO"
"BUKIMENYA", 8,"BUYOBO"
"BUKIMU", 28,"ZIROBWE"
"BUKIMUMA", 58,"BUDUDA"
"BUKINGALA", 22,"BUDWALE"
"BUKINYALE", 37,"MASABA"
"BUKIRINDYA", 46,"BUKIISE"
"BUKIRO", 27,"BUKIIRO"
"BUKISASATI", 49,"BUMWONI"
"BUKIYI", 2,"BUKIYI"
"BUKOBA WARD", 51,"NAKASEKE BUTALANGU TOWN COUNCIL"
"BUKOBE", 23,"BUFUMBO"
"BUKOHO", 21,"BUKOHO"
"BUKOKHO", 71,"BUKIABI"
"BUKOLOTO", 10,"KAYUNGA"
"BUKOLOTO WARD", 17,"KAYUNGA TOWN COUNCIL"
"BUKOLWA WARD", 1,"WOBULENZI TOWN COUNCIL"
"BUKOMA", 44,"BUKUSU"
"BUKOMANSIMBI CENTRAL WARD", 21,"BUKOMANSIMBI TOWN COUNCIL"
"BUKONDA", 2,"BWAMIRAMIRA"
"BUKONDE", 21,"NAMWIWA"
"BUKONDO", 23,"NAMAYUMBA"
"BUKONGORO", 30,"MUTARA"
"BUKONTE", 30,"NSINZE"
"BUKOOBA", 10,"SSEKANYONYI"
"BUKOOMA", 7,"BUKOOMA"
"BUKOONA", 12,"NAKALAMA"
"BUKORA", 8,"KITUMBA"
"BUKOTO I", 3,"NAKAWA DIVISION"
"BUKOTO II", 4,"NAKAWA DIVISION"
"BUKOYO", 3,"BULAMAGI"
"BUKUBA", 16,"KASHENSHERO"
"BUKUBANSIRI", 32,"NABUKALU"
"BUKUJU", 11,"KAYUNGA"
"BUKUMANKOOLA WARD", 32,"KALIRO TOWN COUNCIL"
"BUKUMBALE", 40,"NALUSALA"
"BUKUNDUGULU", 10,"KYEGONZA"
"BUKUNGE", 23,"NKOZI"
"BUKUNGU", 23,"KIDERA"
"BUKUNJA", 16,"BUSAKIRA"
"BUKURUNGU", 9,"MAHYORO"
"BUKUTU", 1,"BULOPA"
"BUKUTULA", 16,"KAGULU"
"BUKUUKU", 14,"KAASANGOMBE"
"BUKUYA", 2,"BUKUYA"
"BUKWALI", 1,"EASTERN DIVISION"
"BUKWIRI WARD", 38,"BUTEMBA TOWN COUNCIL"
"BUKYABO", 3,"BUKYABO"
"BUKYAMBI", 12,"BUKYAMBI"
"BUKYANGWA", 8,"BUKOOMA"
"BULAGWE", 13,"KITABONA"
"BULAKO", 2,"SIBANGA"
"BULAMAGI", 4,"NAWANYINGI"
"BULAMBA WARD", 1,"NAMAYINGO TOWN COUNCIL"
"BULAMBULI", 7,"BUYOBO"
"BULAMU", 7,"NANGABO"
"BULAMULA", 40,"BUTEMBA"
"BULANDO", 16,"BUWUNGA"
"BULANGE", 18,"NAMWENDWA"
"BULANGIRA", 1,"BULANGIRA"
"BULAWULA", 1,"KALUNGU"
"BULAYI", 10,"MUKUNGWE"
"BULE", 5,"BULO"
"BULEGENI", 14,"BULEGENI"
"BULEGENI WARD", 69,"BULEGENI TOWN COUNCIL"
"BULEMBO", 35,"KIDERA"
"BULERA", 1,"BULERA"
"BULEREJJE", 25,"MUDUMA"
"BULIDHA A", 14,"BULIDHA"
"BULIDHA B", 24,"BULIDHA"
"BULIGO WARD", 22,"CENTRAL DIVISION"
"BULIIKA", 6,"NAMA"
"BULIJJO", 12,"KYAMPISI"
"BULIMYA", 12,"KIZIRANFUMBI"
"BULINDA WARD", 39,"KALISIZO TOWN COUNCIL"
"BULINDI", 28,"KYABIGAMBIRE"
"BULINGO", 22,"KYEGEGWA"
"BULINIMULA", 24,"KITUMBI"
"BULO", 6,"BULO"
"BULOBA", 14,"WAKISO"
"BULOBI", 27,"NABWEYA"
"BULOGO", 19,"NAMWENDWA"
"BULOLI NORTH WARD", 39,"BUDUDA TOWN COUNCIL"
"BULOLI SOUTH WARD", 92,"BUDUDA TOWN COUNCIL"
"BULONGO", 5,"NTUUSI"
"BULOPA", 2,"BULOPA"
"BULOWOOZA", 5,"BULAMAGI"
"BULUBANDI", 15,"NAKIGO"
"BULUGANYA", 4,"BULUGANYA"
"BULUGUYA", 8,"BUNAMBUTYE"
"BULUGUYI", 2,"BULUGUYI"
"BULUJEWA", 21,"ZESUI"
"BULULE", 16,"MUTUMBA"
"BULULU", 26,"MUTERERE"
"BULUMBA", 2,"BUMANYA"
"BULUMBI", 1,"BULUMBI"
"BULUMBU", 1,"KASANJE"
"BULUMELA", 27,"BWIKHONGE"
"BULUMERA", 28,"BUKHALU"
"BULUMINO", 62,"BUKIBOKOLO"
"BULUMWAKI", 12,"NAMUNGALWE"
"BULUNDA", 5,"BUWAMA"
"BULUNGO", 17,"BUYENGO"
"BULUNGULI", 1,"BUYANGA"
"BULUSAMBU", 22,"BUSIU"
"BULUTA", 21,"MALONGO"
"BULUWE", 18,"BULESA"
"BULUYA", 15,"MBULAMUTI"
"BULUZWALA", 47,"BUSULANI"
"BULWADDA", 16,"NAKASEKE"
"BULWALA", 7,"BUMASIFWA"
"BULWANYI", 15,"SSISA"
"BULWENGE", 3,"BUHEHE"
"BULWETA", 3,"BUKONDE"
"BULYAKE", 15,"KAASANGOMBE"
"BULYAMBIDDE", 26,"MAKOKOTO"
"BULYAMUSENYU", 25,"KINONI"
"BULYANGO", 24,"KITOBA"
"BULYANKUYEGE", 19,"SSEKANYONYI"
"BULYANTEETE", 2,"KAWOLO"
"BUMADANDA", 17,"BUBYANGU"
"BUMADU WARD", 10,"BUNDIBUGYO TOWN COUNCIL"
"BUMADYEMU", 48,"BUHUGU"
"BUMAEFE", 24,"BUKUSU"
"BUMAEMBA", 66,"BULUCHEKE"
"BUMAENA", 29,"BUKHIENDE"
"BUMAGABULA", 32,"BUGITIMWA"
"BUMAGAMBO", 5,"SISUNI"
"BUMAGENI", 7,"BUNGOKHO"
"BUMAGIRA", 24,"BUFUMBO"
"BUMAGUZE", 33,"BUMASIFWA"
"BUMAKHWA", 44,"NALWANZA"
"BUMAKITA", 34,"NALWANZA"
"BUMAKUMA", 35,"BUKIGAI"
"BUMALENGE", 40,"SIGULU ISLANDS"
"BUMALIMBA", 4,"BUMALIMBA"
"BUMANGOYE", 87,"BUKIGAI"
"BUMANYA", 3,"BUMANYA"
"BUMASABA", 41,"BUWASA"
"BUMASARI", 29,"BUNAMBUTYE"
"BUMASATA", 15,"BULUCHEKE"
"BUMASIFWA", 8,"BUMASIFWA"
"BUMASIKYE", 15,"BUSOBA"
"BUMASOBO", 9,"BUMASIFWA"
"BUMASOKHO", 13,"BUGOBERO"
"BUMATANDA", 6,"BUTIRU"
"BUMATE", 21,"HARUGALI"
"BUMATE WARD", 11,"BUNDIBUGYO TOWN COUNCIL"
"BUMATOFU", 18,"BUHUGU"
"BUMATOOLA", 15,"SIBANGA"
"BUMAUSI", 3,"NALUSALA"
"BUMAWOSA", 13,"BUSULANI"
"BUMAYAMBA", 42,"BUYOBO"
"BUMAYOKA", 14,"BUMAYOKA"
"BUMBA", 10,"JAGUZI"
"BUMBAIRE", 1,"BUMBAIRE"
"BUMBO", 50,"BUMBO"
"BUMBOBI", 8,"BUMBOBI"
"BUMBOI", 10,"NAMBALE"
"BUMIRISA", 31,"BUTEZA"
"BUMIRUME", 88,"BUKIGAI"
"BUMIRUMI", 46,"BUNABWANA"
"BUMITYERO", 24,"MAGALE"
"BUMIZA", 32,"KIBUKU"
"BUMOOZI", 2,"BUYANGA"
"BUMOOZI WARD", 14,"MPIGI TOWN COUNCIL"
"BUMUDU", 4,"BUWALASI"
"BUMUFUNI", 47,"KHABUTOOLA"
"BUMUGIBOLE", 31,"BUGINYANYA"
"BUMUGOLI", 17,"KAGULU"
"BUMUGOYA", 32,"MUYEMBE"
"BUMUGUSHA", 19,"SISIYI"
"BUMUGWEDI", 27,"BUHUGU"
"BUMUHUNE", 50,"BUMASIFWA"
"BUMUKARI", 48,"KAATO"
"BUMUKONE", 16,"BUTEZA"
"BUMUKONYA", 80,"NAKATSI"
"BUMUKULUMA", 23,"NAMBOKO"
"BUMULEGI", 30,"BUGITIMWA"
"BUMULEKHWA", 49,"NALONDO"
"BUMULIKA", 11,"BUBUTU"
"BUMULISHA", 17,"BUMALIMBA"
"BUMULUWE", 42,"MASABA"
"BUMULUYA", 14,"BUKONDE"
"BUMUMALI", 16,"TSEKULULU"
"BUMUMULO", 14,"ZESUI"
"BUMUNJI", 16,"MASINYA"
"BUMURWA", 53,"BUWABWALA"
"BUMUSABIRE", 22,"BUKYABO"
"BUMUSAMALI", 33,"BUKHALU"
"BUMUSENYI", 29,"NAKATSI"
"BUMUSHISO", 19,"BUSHIKA"
"BUMUSI", 43,"BUYOBO"
"BUMUSI UPPER", 45,"NALWANZA"
"BUMUSIRI", 25,"BUFUMBO"
"BUMUSOMI", 13,"BUBUTU"
"BUMUTOTO", 20,"NAMBALE"
"BUMUTSOPA", 1,"BUKHIENDE"
"BUMUYANGA", 26,"BUKONDE"
"BUMUYONGA", 12,"BUBUTU"
"BUMWALUKANI", 16,"BULUCHEKE"
"BUMWALYE", 67,"BULUCHEKE"
"BUMWAMBU", 44,"BUYOBO"
"BUMWANGU WARD", 22,"MANAFWA TOWN COUNCIL"
"BUMWENA", 24,"MALONGO"
"BUMWIKA WARD", 37,"BUYENDE TOWN COUNCIL"
"BUMWONI", 65,"BUMWONI"
"BUNABIGUBO", 27,"BUBYANGU"
"BUNABUDE", 17,"LUSHA"
"BUNABUKA", 45,"BUWALASI"
"BUNABULOLI", 28,"BUBYANGU"
"BUNABUTITI", 20,"BUSHIKA"
"BUNABUTSALE", 50,"KAATO"
"BUNABWANA", 12,"BUNABWANA"
"BUNABWILA", 51,"BUNABWANA"
"BUNAFU", 18,"IKUMBYA"
"BUNAGAMI", 46,"BUWASA"
"BUNAGAMI-GABENDE", 51,"BUMASIFWA"
"BUNAGANA", 9,"MURAMBA"
"BUNAGAWOYA", 52,"BUSULANI"
"BUNAIGA", 19,"KATEEBWA"
"BUNAKHAYOTI", 11,"NABWEYA"
"BUNAKIJJA", 13,"NTENJERU"
"BUNAKIRIMA", 53,"BUSULANI"
"BUNAKUTI", 89,"BUKIGAI"
"BUNALWERE", 23,"BUKHALU"
"BUNAMAE", 64,"BUMASHETI"
"BUNAMAHANDE", 54,"BUMASIFWA"
"BUNAMAHE", 29,"BUDWALE"
"BUNAMAJJE", 30,"BUFUMBO"
"BUNAMALIRO", 36,"BUKHALU"
"BUNAMANDA", 81,"BUSHIKA"
"BUNAMBALE", 2,"TSEKULULU"
"BUNAMBATSU", 82,"NAKATSI"
"BUNAMBOKO", 30,"BUKHAWEKA"
"BUNAMBUTYE", 14,"BUSIU"
"BUNAMOLI", 31,"BUBYANGU"
"BUNAMUBI", 12,"BUKIGAI"
"BUNAMUJJE", 38,"BUKHALU"
"BUNAMUKHEYA", 29,"SIBANGA"
"BUNAMUKYE", 7,"BUKIBOKOLO"
"BUNAMULINGI", 38,"BUKOHO"
"BUNAMULUNYI", 3,"MUKOTO"
"BUNAMUTUNYI WARD", 91,"BUDUDA TOWN COUNCIL"
"BUNAMWAMBA", 4,"BUWALI"
"BUNAMWANDU", 55,"TSEKULULU"
"BUNAMWAYA", 1,"MAKINDYE"
"BUNAMWERA", 59,"MUGITI"
"BUNANDUDU", 55,"BUKYAMBI"
"BUNANDUTU", 25,"BUMAYOKA"
"BUNANGABO", 16,"KHABUTOOLA"
"BUNANGAKA", 40,"NABBONGO"
"BUNANGANDA", 31,"BUKHAWEKA"
"BUNANGO", 46,"NALWANZA"
"BUNANIMI", 17,"BUSOBA"
"BUNANTSUSHI", 68,"BULUCHEKE"
"BUNANYAMA", 19,"BUMBO"
"BUNAPORO", 37,"BUKIGAI"
"BUNASAKA", 37,"BUWAGOGO"
"BUNASAMBI", 66,"TSEKULULU"
"BUNASHIMOLO", 2,"BUKHIENDE"
"BUNASUFWA", 7,"BULAGO"
"BUNATAJJE", 41,"BUGINYANYA"
"BUNATSAMI", 38,"BUSHIRIBO"
"BUNATSOMA", 32,"WANALE"
"BUNATSUMYA", 85,"NABWEYA"
"BUNAWALE", 2,"BUDUMBA"
"BUNAWOZI", 33,"BUBYANGU"
"BUNAZAMI", 48,"BUNYAFWA"
"BUNDAGALA", 56,"BUMASIFWA"
"BUNDEGE", 17,"BUKHULO"
"BUNDESI", 2,"BUKALASI"
"BUNDIBUGYO CENTRAL WARD", 12,"BUNDIBUGYO TOWN COUNCIL"
"BUNDIBUTURO", 37,"KIRUMYA"
"BUNDIKAHUNGU WARD", 1,"NYAHUKA TOWN COUNCIL"
"BUNDIKEKI", 33,"KIRUMYA"
"BUNDIKUYALI WARD", 2,"NYAHUKA TOWN COUNCIL"
"BUNDIMBUGA", 23,"NDUGUTU"
"BUNDIMULINGA WARD", 28,"NYAHUKA TOWN COUNCIL"
"BUNDIMURANGYA", 7,"KIRUMYA"
"BUNDIMWENDI", 41,"BUSARU"
"BUNDINGOMA", 3,"BUBANDI"
"BUNDINYAMA", 8,"BUBUKWANGA"
"BUNEBOSHE", 69,"BUSHIYI"
"BUNEEMBE", 59,"BUDUDA"
"BUNEFULE", 3,"BUGOBERO"
"BUNENERO", 13,"RUBAYA"
"BUNG", 14,"NAMBIESO"
"BUNGATI", 34,"TSEKULULU"
"BUNGECHA", 27,"BUSWALE"
"BUNGHAGI WARD", 27,"BUTALEJA TOWN COUNCIL"
"BUNGHANGA", 50,"BUDUMBA"
"BUNGHUHA", 24,"BUKONZO"
"BUNGHUMU", 9,"BUSOLWE"
"BUNGMICIRI", 24,"OGUR"
"BUNGOOLO", 52,"WESWA"
"BUNGU", 13,"PALOGA"
"BUNGWANYI", 49,"BUKHULO"
"BUNIANTOLE", 9,"IBULANKU"
"BUNINGA", 22,"LWAMATA"
"BUNJAKO", 1,"BUWAMA"
"BUNONO", 23,"NYARUSHANJE"
"BUNUTSYA", 44,"KAKIIKA"
"BUNYAMA", 16,"NAKIGO"
"BUNYAMURWA", 36,"BWESUMBU"
"BUNYAMWERA", 10,"SINDILA"
"BUNYANDIKU", 12,"KILEMBE"
"BUNYANGA", 36,"NABWEYA"
"BUNYANGULE", 11,"SINDILA"
"BUNYARIGI WARD", 27,"CENTRAL DIVISION"
"BUNYARUTA", 25,"BUBUKWANGA"
"BUNYEKERO", 44,"NABOA"
"BUNYINZA", 7,"BUKUSU"
"BUNYINZA TOWN BOARD", 71,"BUNABWANA"
"BUNYIRO", 6,"NAWANYINGI"
"BUNYISWA", 30,"BWERA"
"BUNYODE WARD", 57,"BUDADIRI TOWN COUNCIL"
"BUNYOLO", 39,"KAMONKOLI"
"BUNYU", 41,"OLUKO"
"BUPADHENGO", 18,"NAWANYAGO"
"BUPALA", 22,"BUWUNGA"
"BUPOMBOLI", 2,"HARUGALI"
"BUPUCHAI", 27,"KAMERUKA"
"BUPYANA", 7,"GADUMIRE"
"BUR-LOBO", 47,"ANGAGURA"
"BURA", 10,"AROI"
"BURA WARD", 6,"MARACHA TOWN COUNCIL"
"BURAFULA", 70,"BUSHIYI"
"BURAMA", 2,"BUGANGARI"
"BURAMALI", 9,"OLEBA"
"BURAMBA", 14,"RUBAYA"
"BURAMBA WARD", 23,"ISHAKA DIVISION"
"BURAMBAGIRA", 27,"NGAMBA"
"BURAMBIRA", 8,"KAHARO"
"BURANGA", 1,"KAMUGANGUZI"
"BURARO", 1,"KASAANA"
"BURARU", 29,"KYABIGAMBIRE"
"BUREMA", 19,"KANYANTOROGO"
"BUREMBA", 27,"MPUNGU"
"BURIGI", 35,"MBAARE"
"BURIME", 19,"RWAMUCUCU"
"BURINGO", 26,"MASHERUKA"
"BURKEYWO", 33,"TULEL"
"BURLOBO", 31,"ADEKOKWOK"
"BUROMBE", 31,"RUHINDA"
"BURONDO", 5,"KASITU"
"BURORA", 34,"BURORA"
"BURUKURU", 3,"BUKHIENDE"
"BURUNGA", 8,"BURUNGA"
"BURUNGAMO", 5,"NGARAMA"
"BURUNGIRA", 28,"RUHUMURO"
"BURUNGU", 20,"MUGUSU"
"BURURUMA", 26,"RUTOTO"
"BUSAABAGA", 3,"KAWOLO"
"BUSAALE", 1,"BAGEZZA"
"BUSABA", 5,"BUSABA"
"BUSABALA", 2,"MAKINDYE"
